orgorder	strucperf	arrnum	countryname	arrtype	approvaldate	initialenddate	actualenddate	boardactdate	dqpccode	dqpc	dqpcnote	testdate	revstatus	comments	units	programamt	actualamt	programtype	reviewtype
P010802334	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	135	Fiscal deficit		12.31.2006	M		NC (billions)	-143.8	-131	P1	R5
P010802335	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	135	Fiscal deficit		06.30.2007	M		NC (billions)	-97	-97	P1	R5
P010802336	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	135	Fiscal deficit		12.31.2007	PC		US$(billions)	-136.6		P1	R5
P010802337	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	7.2	Expenditures	Ceiling on domestic primary spending	12.31.2005	M		NC (billions)	329.4	319.7	P1	R5
P010802338	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	7.2	Expenditures	Ceiling on domestic primary spending	12.31.2006	CAN		NC (billions)	431.4		P1	R5
P010802339	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	7.2	Expenditures	Ceiling on domestic primary spending	09.30.2005	M		NC (billions)	223.9	215.1	P1	R5
P010802340	performance	561	sao tome and principe	PRGF	01.08.2005	31.07.2008		21.12.2007	7.2	Expenditures	Ceiling on domestic primary spending	06.30.2006	M		NC (billions)	189.1	206.5	P1	R5
P010802341	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	16	Credit to Government/public sector		06.30.2003	M		NC (billions)	-12.2	-74.2	P1	R3R4
P010802342	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	16	Credit to Government/public sector		12.31.2003	M		NC (billions)	3.5	-42.3	P1	R3R4
P010802343	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	16	Credit to Government/public sector		03.31.2005	M		NC (billions)	-16.1	2.6	P1	R3R4
P010802344	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	16	Credit to Government/public sector		09.30.2005	M		NC (billions)	-27.3	-119.4	P1	R3R4
P010802345	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	16	Credit to Government/public sector		12.31.2004	CAN		NC (billions)	-18.3		P1	R3R4
P010802346	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	47	Medium /Long Term External Debt		Continuous	PC		US$ (billions)	0		P1	R3R4
P010802347	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	47	Medium /Long Term External Debt		07.31.2003	W	At P1R1, for end-July 2003, electricity parastatal SENELEC contracted a CFAF 9 billion non-concessional loan from the West African Development Bank.	US$ (billions)	0	9	P1	R3R4
P010802348	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	47	Medium /Long Term External Debt		12.31.2003	M	Met for P1R2.	US$ (billions)	0	0	P1	R3R4
P010802349	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	47	Medium /Long Term External Debt		09.30.2005	M	Met for P1R3R4.	US$ (billions)	0	0	P1	R3R4
P010802350	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	107	No New arrears/default(continuous injunction)		Continuous	PC	Introduced at P1R2.	US$ (billions)	0		P1	R3R4
P010802351	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	107	No New arrears/default(continuous injunction)		09.30.2005	M	Met for P1R3R4.	US$ (billions)	0	0	P1	R3R4
P010802352	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	114	Ceiling on External Arrears		Continuous	PC		US$ (billions)	0		P1	R3R4
P010802353	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	114	Ceiling on External Arrears		06.30.2003	M	Met for P1R1.	US$ (billions)	0	0	P1	R3R4
P010802354	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	114	Ceiling on External Arrears		12.31.2003	M	Met for P1R2.	US$ (billions)	0	0	P1	R3R4
P010802355	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	114	Ceiling on External Arrears		09.30.2005	M	Met for P1R3R4.	US$ (billions)	0	0	P1	R3R4
P010802356	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	135	Fiscal deficit		06.30.2003	M		NC (billions)	45.2	83.5	P1	R3R4
P010802357	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	135	Fiscal deficit		12.31.2003	W	Waived for P1R2. This criterion was not met because of the emergency spending program adopted to cope with the adverse effects of the 2002 drought. 	NC (billions)	58.1	49.3	P1	R3R4
P010802358	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	135	Fiscal deficit		03.31.2005	M		NC (billions)	13.5	26.5	P1	R3R4
P010802359	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	135	Fiscal deficit		09.30.2005	M		NC (billions)	44	120.5	P1	R3R4
P010802360	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	135	Fiscal deficit		12.31.2004	CAN		NC (billions)	49.2		P1	R3R4
P010802361	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	149	Domestic Arrears		Continuous	PC		NC (billions)	0		P1	R3R4
P010802362	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	149	Domestic Arrears		06.30.2003	M	Met for P1R1.	NC (billions)	0	0	P1	R3R4
P010802363	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	149	Domestic Arrears		12.31.2003	M	Met for P1R2.	NC (billions)	0	0	P1	R3R4
P010802364	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	149	Domestic Arrears		09.30.2005	M	Met for P1R3R4.	NC (billions)	0	0	P1	R3R4
P010802365	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Share of government contracts signed by single tender (ceiling/in percent)	03.31.2005	M		NCU (billions)	20	19.3	P1	R3R4
P010802366	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Stock of arrears of SENELEC (ceiling)	09.30.2005	W		NCU (billions)	0	1	P1	R3R4
P010802367	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Budgetary transfers to SONACOS (ceiling)	Continuous	CAN		NCU (billions)	0		P1	R3R4
P010802368	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Government contracts signed without budgetary allocation (ceiling)	Continuous	PC		NCU (billions)	0		P1	R3R4
P010802369	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	SENELEC's debt to the banking system (ceiling)	09.30.2005	M		NCU (billions)	46.6	36.3	P1	R3R4
P010802370	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	SONACOS' debt to the banking system (ceiling)	09.30.2005	CAN		NCU (billions)	14.5		P1	R3R4
P010802371	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Stock of arrears of SENELEC (ceiling)	06.30.2003	M		NCU (billions)	0	0	P1	R3R4
P010802372	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Stock of arrears of SENELEC (ceiling)	Continuous	PC		NCU (billions)	0		P1	R3R4
P010802373	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Stock of arrears of SENELEC (ceiling)	06.30.2004	CAN		NCU (billions)	0		P1	R3R4
P010802374	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	SONACOS' debt to the banking system (ceiling)	03.31.2005	CAN		NCU (billions)	35.5		P1	R3R4
P010802375	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Budgetary transfers to cover SENELEC operating losses (ceiling)	09.30.2005	W		NCU (billions)	0	16	P1	R3R4
P010802376	performance	530	senegal	PRGF	28.04.2003	27.04.2006		09.01.2006	7.2	Expenditures	Share of government contracts signed by single tender (ceiling/in percent)	09.30.2005	W		NCU (billions)	20	23.7	P1	R3R4
