orgorder	strucperf	arrnum	countryname	arrtype	approvaldate	initialenddate	revisedenddate	boardactdate	econcode	econdescrpt	descpt	spc_pa_sb	testdate	revstatus	comments	programtype	reviewtype
S010801890	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.3	Treasury system	Preparation of a plan to transfer special (own) revenue accounts of budget units, and of expenditure accounts of the Social and Health Funds, to the treasury (e.g., zeroing out the balances in the commercial banks) in 2007.	SB	09.30.2006	M		P1	R3
S010801891	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.3	Treasury system	Transfer of balances on accounts of Social Fund and Health Fund to Single Treasury Account in NBM, with only daily zero-balance operations remaining in commercial banks.	SB	12.31.2007	M		P1	R3
S010801892	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.3	Treasury system	Introduction of a system whereby the State Treasury ensures that the balances in commercial banks of the social insurance budget (BASS) and the mandatory health insurance fund are zero-ed out on a daily basis.	SB	06.30.2008	SB		P1	R3
S010801893	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.4	Public employment	Reduce public employment by 3000 people.	SB	12.31.2008	SB		P1	R3
S010801894	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.5	Wages	The government approval of a draft law, which will consolidate all forms of remuneration in base pay for civil servants, with a view to implementing it in the 2009 budget year.	SB	09.30.2008	SB		P1	R3
S010801895	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.6	Civil Service reform	Submission to parliament of draft laws on civil service.	SB	12.31.2006	NM	Draft law has been prepared, but the authorities (in consultation with staff) decided to postpone submission to parliament to take advantage of OECD-SIGMA TA in Q1 2007. The authorities plan to submit the draft after June 2007 local elections.	P1	R3
S010801896	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.6	Civil Service reform	Completion of detailed functional reviews of all central public administration ministries and agencies.	SB	12.31.2006	M	Condition Source: IMF Country team and World Bank.	P1	R3
S010801897	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.7	Inter-governmental relations	In accordance with the decision of the municipal council Nr.64/2 from January 25, 2007, the difference between the amount paid by households and the cost recovery tariff (for heat and water) to be covered from the municipal budget.	SB	09.30.2007	NM	At P1R3, around lei 150 million remains to be paid.	P1	R3
S010801898	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.8	Governance	Draft 2008 budgetary documentation to include information on the financial performances for 2006 of state-owned enterprises and joint stock companies in which the state is holding a majority stake.	SB	09.30.2007	M		P1	R3
S010801899	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.9	Budget approval and submission	Draft 2008 budget to be prepared on assumption that the proportion of NBM net income transferred to the state budget will be no more than 50 percent, if the level of capital remains below the target threshold.	SB	09.30.2007	SB		P1	R3
S010801900	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	9	Social safety net	Preparation of a plan to put the Social Fund on a sustainable financial basis (for the 2008 budget).	SB	12.31.2006	M		P1	R3
S010801901	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	9	Social safety net	Government will adopt the methodology for a targeted social assistance system.	SB	09.30.2007	MD	At P1R3, methodology was approved by the government on October 3, 2007.	P1	R3
S010801902	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	9	Social safety net	Introduce the targeted social assistance system throughout Moldova.	SB	09.30.2008	SB		P1	R3
S010801903	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10	Financial sector	Parliamentary passage of law on National Commission on the Financial Market (NCFM) establishing that, until the NCFM is fully operational, the NCFM has the right to suspend licenses of nonbank financial institutions it supervises on grounds of violation of prudential norms, and that the suspension of these licenses cannot be revoked unless NCFM agrees that prudential regulations are being met.	SB	03.31.2007	NM	At P1R2, not met, and upgraded to a prior action. The passage of the law was passed in June 2007.	P1	R3
S010801904	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10	Financial sector	National Commission on the Financial Market (NCFM) established and sufficiently operational to supervise the nonbank financial sector, including suspension of licenses for violation of prudential norms	SB	06.30.2007	NM	At P1R2, not met, and upgraded to a performance criterion with August 31, 2007 test date.	P1	R3
S010801905	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Adoption of service agreement modernizing financial relations between Ministry of Finance and National Bank. 	SB	12.31.2006	M		P1	R3
S010801906	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Parliamentary passage of law setting the required level of NBM capital at 10 percent of monetary liabilities of the Bank, and increasing the potential share of net income retained by the NBM to 50 percent 	SB	09.30.2007	SB		P1	R3
S010801907	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Government and the NBM to adopt a plan to securitize the remaining outstanding stock of NBM claims on government.	SB	09.30.2007	M		P1	R3
S010801908	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Government to inject at least Lei 250 million in liquid assets (such as direct appropriations from the budget and/or marketable government securities) to NBM capital.	SB	12.31.2007	M	At P1R2, a supplementary budget completed in December 2006 contains this provision.	P1	R3
S010801909	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Outstanding stock of NBM claims on government fully securitized.	SB	03.31.2008	SB		P1	R3
S010801910	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.4	Restructuring & privatization of financial institutions	Announce winner of tender for independent evaluation of the value of Banca de Economii (BEM).	SB	12.31.2006	M		P1	R3
S010801911	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	14.2	Legal and regulatory framework	Establishment of a system responsible for conducting regulatory impact assessments of new legislation and regulations regulating entrepreneurial activity.	SB	09.30.2006	M	Condition Source: Authorities and World Bank.	P1	R3
S010801912	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	14.2	Legal and regulatory framework	 Government adoption of a strategy to strengthen bankruptcy procedures. 	SB	09.30.2006	NM	At P1R1, a strategy has been drafted, but the authorities are looking for international technical assistance to complete the draft.	P1	R3
S010801913	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	2	Trade Regime	Increase of tariffs for heat and water to at least 55 percent of the cost-recovery level, with an increase in compensation to poor households to reduce effect on them.	SPC	12.31.2006	W	At P1R2, tariffs for district heat were increased on January 25, 2007, rather than by end-December 2006, though the move had retroactive effect. Water tariffs were increased in February 2007. 	P1	R3
S010801914	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	6	Privatization	Announce tender for privatization advisor to Banca de Economii.	SPC	03.31.2008	PC		P1	R3
S010801915	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	6	Privatization	Sign a contract with a privatization advisor for Banca de Economii with a six-month time frame for bringing the bank to market.	SPC	09.30.2008	PC		P1	R3
S010801916	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.1	Revenues	Government adoption of a tax administration reform strategy and implementation plan which has the overall aim of reducing the administrative burden of the tax system and strengthening revenue collection, and which would specifically include a risk-based approach to audit and enforcement, improvements to the VAT refund process, and the use of indirect methods of assessing tax liability, including as a means of combating underinvoicing in external trade.	SPC	09.30.2006	M	Condition Source: IMF Country team and Technical Assistance.	P1	R3
S010801917	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.1	Revenues	Adoption of an action plan to improve tax arrears management which we expect to implement by March 31, 2008, and which would involve enhancing a tax arrears accounting system to permit distinction of arrears on the basis of vintage, introducing prompt and unconditional measures to ensure forced collection of arrears, passing legislation for shortening and streamlining the procedure for writing off uncollectible tax arrears, and consolidating all domestic tax assessing and collecting activities in one agency.	SPC	09.30.2007	M		P1	R3
S010801918	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.1	Revenues	Adoption of legislation to (i) give the STI the right to write off uncollectible tax arrears and (ii) shift all tax audit, assessment, and collection powers to STI.	SPC	03.31.2008	PC	At P1R3, modified from a previous SB on tax arrears (implementation of the system to modernize tax arrears management, including an enhanced tax arrears accounting system to permit distinction of arrears on the basis of vintage, introducing prompt and unconditional measures to ensure forced collection of arrears, passing legislation for shortening and streamlining the procedure for writing off uncollectible tax arrears, and consolidation of all tax assessing and collecting activities in one agency), to current spc in line with FAD recommendations, and maintaining 3/31/2008 test date.	P1	R3
S010801919	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.2	Expenditures	From February to September 2006, the Council of Creditors to sign new restructuring agreements for a total amount of debt not to exceed Lei 100 million, and with full repayment of each of the restructured debt not to exceed three years.	SPC	09.30.2006	M		P1	R3
S010801920	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	7.4	Public employment	Government adoption of a medium-term concept paper on rationalization of public employment consistent with the aim of limiting the general government wage bill to no more than 10 percent of GDP.	SPC	09.30.2007	M		P1	R3
S010801921	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.1	Bank regulation and supervision	Neither the government nor the NBM will provide preferential treatment to Banca de Economii (whether by tax treatment, access to general government deposits, or prudential forbearance).	SPC	03.31.2007	M	Met for P1R2.	P1	R3
S010801922	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008				SPC	09.30.2006	M	Met for P1R1.	P1	R3
S010801923	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008				SPC	09.30.2007	M	Met for P1R3.	P1	R3
S010801924	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008				SPC	Continuous	PC	Condition Source: IMF Country team and Technical Assistance (FSAP)	P1	R3
S010801925	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.1	Bank regulation and supervision	As a follow-up on the measures taken under the second review prior action, NCFM established and sufficiently operational to supervise the nonbank financial sector, including suspension of licenses for violation of prudential norms.	SPC	08.31.2007	M		P1	R3
S010801926	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.1	Bank regulation and supervision	Adopt a new Licensing Law to exclude all entities licensed, regulated, and supervised by the NBM and/or/the NCFM from its provisions.	SPC	03.31.2008	PC		P1	R3
S010801927	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	 Parliamentary passage of amendments to the Law on the NBM, establishing price stability as the Bank’s core objective, prohibiting direct lending to government, strengthening independence of NBM board members in the performance of their tasks and duties, and giving the NBM full authority for monetary policy. 	SPC	07.31.2006	M	Condition Source: IMF Country team and Technical Assistance (FSAP).	P1	R3
S010801928	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	10.2	Central Bank reform	Submission to parliament of draft law setting the required level of NBM capital at 10 percent of monetary liabilities of the Bank and increasing the potential share of net income retained by the NBM to 50 percent, if the level of capital remains below the target threshold.	SPC	03.31.2007	M		P1	R3
S010801929	structural	567	moldova	PRGF	05.05.2006	04.05.2009		12.03.2008	14.1	Corporate restructuring and governance	 Submission to parliament of amendments to the Law on State Enterprise establishing corporate governance conditions similar to joint stock companies. 	SPC	06.30.2006	M		P1	R3
S010801930	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.1	Revenues	Sumbission to Parliament of a draft law on the excise tax on alcoholic beverages, beer, and tobacco.	SAC	02.28.2008	W	At P1R2, delayed to mid-May 2008 due to the need to draft a more comprehensive law.	P1	R2
S010801931	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	The level of effective direct budget execution via e-SISTAFE (according to the sequence of commitment, verification, and payment) for goods and services will be increased to 50 percent.	SAC	12.31.2007	M	Defined and to be assessed with assistance from FAD.	P1	R2
S010801932	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	10.2	Central Bank reform	Finalization of a new terms of reference for the Audit Board of the Bankof Mozambique	SAC	06.30.2008	AC	Condition Source : FIN following 2008 Safeguard Assessement	P1	R2
S010801933	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	14.2	Legal and regulatory framework	Adoption of the new model contract for mining concessions.	SAC	06.30.2007	M	Structural Assessement Criteria determined with the assistance from the World Bank and FAD.	P1	R2
S010801934	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	14.2	Legal and regulatory framework	Adoption of the new model contract for the petroleum sector.	SAC	09.30.2007	M	Structural Assessement Criteria determined with the assistance from the World Bank and FAD.	P1	R2
S010801935	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	5	Public enterprises, reform and restructuring	A study, with appropriate technical assistance, will be undertaken that will serve as a basis for drafting the public enterprises law.	SB	12.31.2008	SB		P1	R2
S010801936	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.1	Revenues	 Adoption by the Council of Ministers of regulations for the new mining and petroleum fiscal regime laws. 	SB	02.28.2008	M	Introduced in P1R1.	P1	R2
S010801937	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	An integrated and e-SISTAFE compatible payroll database will be developed - register of the state employees (CAF) - enabling the Ministry of Finance to carry out salary payment via e-SISTAFE.	SB	06.30.2007	M	Condition determined and to be assessed with the assistance from FAD.	P1	R2
S010801938	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	A limited number of separate foreign currency accounts will be opened within the CUT (treasury single account).	SB	09.30.2007	M	Condition determined and to be assessed with the assistance from FAD.	P1	R2
S010801939	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	All budgetary operations for goods and services of Financial Management Departments (DAFs) of all remaining ministries at the central and provincial levels will be executed through the e-SISTAFE.	SB	12.31.2007	M	Condition determined and to be assessed with the assistance from FAD.	P1	R2
S010801940	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	 A list of additional district and municipalities for the rollout of e-SISTAFE will be defined. 	SB	06.30.2008	SB	Introduced in P1R1.	P1	R2
S010801941	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	7.3	Treasury system	 An integrated and e-SISTAFE compatible payroll database will start to be used by the Ministry of Finance to carry out salary payments via e- SISTAFE. 	SB	04.30.2008	SB	Introduced in P1R1.	P1	R2
S010801942	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	10.2	Central Bank reform	A memorandum of understanding will be agreed between the Ministry of Finance and the Bank of Mozambique, to shift the costs of managing monetary policy to the budget.	SB	09.30.2007	MD	At P1R1. concluded that condition was met by end-November 2007.	P1	R2
S010801943	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	10.2	Central Bank reform	The Bank of Mozambique adopts an internal audit charter and commences periodic reporting to the Executive Board on the implementation of audit recommendations.	SB	07.31.2008	SB	Condition source : FIN following 2008 Safeguards Assessement	P1	R2
S010801944	structural	580	mozambique	PSI	18.06.2007	25.06.2010		28.05.2008	10.3	Financial legal reforms	 The Meticalnet will be adapted to allow for outright operations of treasury bills for the secondary market. 	SB	06.30.2008	SB	Introduced at P1R1.	P1	R2
S010801945	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Approve the statute for the staff of the Directorate of Domestic Taxes	PA	Second Review Prior action	M		P1	R6
S010801946	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Approval by the Council of Minister of the new regulation for tax auditing and inspection	PA	Second Review Prior action	M		P1	R6
S010801947	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.3	Treasury system	Revision of Aviso 006/GBM/2004 to guarantee immediate penalties on non-complying commercial banks	PA	Second Review Prior action	M		P1	R6
S010801948	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.8	Governance	Finalization of an action plan to create a financial investigation unit	PA	Second Review Prior action	M		P1	R6
S010801949	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.2	Central Bank reform	The information system of the BM (STF) will be upgraded to allow the system to record all transactions to and from the government accounts in the commercial banks to beneficiaries on a real time basis.	PA	Third Review Prior action	M		P1	R6
S010801950	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	1	Exchange System	Introduce foreign exchange auctions	SB	02.28.2005	M	At P1R2, done in January 2005.	P1	R6
S010801951	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	5	Public enterprises, reform and restructuring	A decision will be made on the strategic option for the restructuring of PETROMOC, the state-owned petroleum distributor. 	SB	03.31.2006	NM	At P1R4, not met, delayed to May 2006, yet no official test date set.	P1	R6
S010801952	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Approve the internal regulations and the statute for the staff of the DGI	SB	04.30.2005	M		P1	R6
S010801953	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Complete audits of compliance with all taxes of large taxpayers	SB	09.30.2005	M		P1	R6
S010801954	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Establish tax tribunals in Maputo, Beira, and Nampula for domestic taxes.	SB	06.30.2006	M		P1	R6
S010801955	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	The implementing regulations for the ATM law will be approved by the Council of Ministers.	SB	06.30.2006	MD	At P1R5, met in July 2006.	P1	R6
S010801956	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	Prepare the budget execution report corresponding to the first quarter of 2005 on the basis of the accounting generated by the e-SISTAFE, using the new budget classifier.	SB	05.15.2005	DL	At P1R2, upgraded to a spc, with end-September 2005 test date.	P1	R6
S010801957	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SB	11.15.2004	DL	At P1R1, delayed until May 15, 2005, and modified to reflect first quarter of 2005 instead of third quarter of 2004.	P1	R6
S010801958	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	Rollout the SISTAFE to the Ministry of Education and abolish the disbursment of funds (adiantamento de fundos).	SB	06.30.2005	DL	At P1R2, test date reset to December 2005.	P1	R6
S010801959	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SB	12.31.2005	NM		P1	R6
S010801960	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	All budgetary operations for goods and services of Financial Management Departments (DAFs) of at least 22 additional ministries and organs (see attached list in the TMU), at the central and provincial levels, will be executed through the e-SISTAFE.	SB	01.31.2007	M		P1	R6
S010801961	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SB	12.31.2006	DL	At P1R5, a new, end-January 2007 test-date was set.	P1	R6
S010801962	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	The Government will complete a prioritized plan to gradually rollout e-SISTAFE to all districts.	SB	09.30.2006	M		P1	R6
S010801963	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.3	Treasury system	A limited number of separate foreing currency accounts will be opened within the CUT (treasury single account).	SB	03.31.2007	DL	At P1R6, delayed to end-September 2007 due to capacity constraints.	P1	R6
S010801964	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.6	Civil Service reform	Completion of the civil service census	SB	04.30.2007	M		P1	R6
S010801965	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.8	Governance	Publication of Survey on Corruption and Governance	SB	06.30.2005	MD	At P1R3, implemented in August 2005.	P1	R6
S010801966	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.8	Governance	Approval of the revised anti-corruption strategy by the Council of Ministers	SB	03.31.2006	MD	At P1R4, implemented in April 2006.	P1	R6
S010801967	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10	Financial sector	Complete the revision of the regulatory framework for microfinance activities	SB	09.30.2004	M		P1	R6
S010801968	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.1	Bank regulation and supervision	Develop a resolution strategy for two weak small banks	SB	10.31.2004	PM		P1	R6
S010801969	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.1	Bank regulation and supervision	Issue regulations of the anti-money laundering law and establish financial investigations unit.	SB	12.31.2004	PM	At P1R1, regulations issued, but the financial investigation unit has not yet been established.	P1	R6
S010801970	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.1	Bank regulation and supervision	The Chart of Accounts of commercial banks will be made consistent with IFRS.	SB	09.30.2006	NM	At P1R5, not met; yet no official test-date set. Delayed to November 2006.	P1	R6
S010801971	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.1	Bank regulation and supervision	Develop timetables to move gradually to IFRS and to comply with loan classification and provisioning, based on best international practices.	SB	02.28.2005	MD	At P1R2, done in March 2005.	P1	R6
S010801972	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SB	12.31.2004	DL	At P1R1, delayed until end-February 2005.	P1	R6
S010801973	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.2	Central Bank reform	In the context of the 2005 budget, initiate the implementation of the three-year program to strengthen the balance sheet of the central bank. Include the corresponding allocation in the 2005 budget proposal.	SB	10.31.2004	NM	At P1R1, an allocation was included in the draft budget to be submitted to the assembly before end-December 2004. At P1R2, allocation included in the draft budget submitted to the Parliament in March 2005.	P1	R6
S010801974	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.2	Central Bank reform	Adjustments to the Bank of Mozambique's Chart of Account will be approved.	SB	09.30.2006	M		P1	R6
S010801975	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.3	Financial legal reforms	Submit to the assembly the draft law creating the Autoridade Tributaria de Moçambique	SB	07.31.2004	MD	At P1R1, was done on August 7, 2004.	P1	R6
S010801976	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.5	Monetary statistics	Implement the SISTAFE in the Ministry of Planning and Finance, including the provincial directorates.	SB	12.31.2004	M		P1	R6
S010801977	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	13	Economic statistics	Compile and disseminate preliminary data of the 2004 GDP by expenditure and production approach at current and constant prices, and publishing a revision policy and a timetable for compiling and disseminating final national accounts data. 	SB	06.30.2005	NM	At P1R3, preliminary GDP data for 2004 was disseminated, but a revision policy will be published by end-April 2006.	P1	R6
S010801978	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7	General government tax and expenditure reform	Submit to the National Assembly the draft general tax law	SPC	06.30.2004	M		P1	R6
S010801979	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.1	Revenues	Approval of the new draft Mining Fiscal Regime law by the Council of Ministers	SPC	12.31.2006	M		P1	R6
S010801980	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	Prepare the budget execution report corresponding to the first semester of 2005 on the basis of the accounting generated by the e-SISTAFE, using the new budget classifier.	SPC	09.30.2005	M	At P1R0 and R1 was a structural benchmark, before being upgraded to a spc at P1R2.	P1	R6
S010801981	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	All stages of expenditure (commitment, liquidation, payment, accounting, and reporting) at the Ministries of Agriculture, Health, and Public Works will be executed through the e-SISTAFE, at the central and provincial levels.	SPC	06.30.2006	Mod	At P1R4, modified to the Government will develop and test a new version of the e-SISTAFE software (Homoine version) to enable effective direct budget execution (according to the sequence of commitment,verification, and payment)in the Ministries of Finance, Planning, Education, Agriculture, Health, and Public Works, at the central and provincial levels., with 7/31/2006 test date.	P1	R6
S010801982	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	7.2	Expenditures	The Government will develop and test a new version of the e-SISTAFE software (Homoine version) to enable effective direct budget execution (according to the sequence of commitment,verification, and payment)in the Ministries of Finance, Planning, Education, Agriculture, Health, and Public Works, at the central and provincial levels.	SPC	07.31.2006	M		P1	R6
S010801983	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.1	Bank regulation and supervision	Keep in place the current supervisory regime for the Banco Internacional de Mozambique (BIM), as described in the Technical Memorandum of Understanding, until approval of the financial statements for 2004 by the external auditors.	SPC	06.30.2004	M	Met for P1R1.	P1	R6
S010801984	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SPC	12.31.2004	M	Met for P1R2.	P1	R6
S010801985	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SPC	Continuous	CAN	This spc discontinued at P1R3.	P1	R6
S010801986	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.2	Central Bank reform	Strengthen the balance sheet of the Bank of Mozambique by shifting to the government a large of part of its external debt liabilities. 	SPC	07.31.2004	M		P1	R6
S010801987	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.2	Central Bank reform	Issue government securities in an amount of Mt 1.5 trillion at market interest rates and transfer these securities to the Bank of Mozambique to strengthen its balance sheet.	SPC	06.30.2005	M		P1	R6
S010801988	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007	10.4	Restructuring & privatization of financial institutions	Complete a feasibility study on the divestment of the government's participation in BIM. 	SPC	09.30.2005	M		P1	R6
S010801989	structural	544	mozambique	PRGF	06.07.2004	20.06.2007		18.06.2007				SPC	12.31.2004	W	At P1R1, note reades delayed until end-June 2005, yet no official test date assigned. Waived at P1R2, and end-September 2005 test date introduced.	P1	R6
S010801990	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	IRD to make compulsory ETDS for Kathmandu-based government offices	SB	07.15.2007	M		P1	R5
S010801991	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.2	Expenditures	Prioritize regular expenditure and include in Medium-Term Expenditure Framework	SB	07.15.2004	CAN	At P1R1, cancelled.	P1	R5
S010801992	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.2	Expenditures	Issue Fiscal Transparency Ordinance. 	SB	07.15.2004	MD	Primary objective to help make governmrnt procurement more transparent. At P1R1, the government has prepared a draft Fiscal Transparency Ordinance, which is to be finalized, with IMF assistance, in the context of the forthcoming fiscal ROSC mission.	P1	R5
S010801993	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.2	Expenditures	Submission to Parliament of draft Fiscal Transparency Act	SB	01.15.2005	DL	At P1R2R3, rescheduled to 7/15/07, and change of descriptor from Cabinet approval of Fiscal Transparency Ordinance to submission to Parliament of draft Fiscal Transparency Act.	P1	R5
S010801994	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	07.15.2007	CAN	At P1R4, cancelled.	P1	R5
S010801995	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.6	Civil Service reform	Implement plans to eliminate vacant civil service positions	SB	07.15.2004	CAN	At P1R1, cancelled.	P1	R5
S010801996	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.6	Civil Service reform	Cabinet approval of amended Civil Service Ordinance	SB	11.15.2004	NM	Asian Development Bank. At P1R2R3, met on 7/6/2005.	P1	R5
S010801997	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10	Financial sector	Prepare IAS-compliant 2002/03 audited accounts for RBB and NBL	SB	01.15.2004	M		P1	R5
S010801998	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.1	Bank regulation and supervision	NRB to approve amended off-site supervision manual	SB	01.15.2004	M		P1	R5
