orgorder	strucperf	arrange	countryname	arrangetype	approvaldate	durationto	quantperfcode	description	testdate	status	reviewcomment	programstatus	programtype	reviewtype
P930103673	performance	158	ghana	ESAF	30.06.1995	29.06.1998	8	No New External Arrears	Continuous	M	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103674	performance	280	ghana	ESAF	30.06.1995	29.06.1999	8	No New External Arrears	Continuous	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103675	performance	280	ghana	ESAF	30.06.1995	29.06.1999	9	Fiscal Deficit	6.30.1998	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103676	performance	158	ghana	ESAF	30.06.1995	29.06.1998	983	BOG Claims on COCOBOD	9.30.1995	M	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103677	performance	158	ghana	ESAF	30.06.1995	29.06.1998	984	BOG Claims on GNPC	9.30.1995	M	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103678	performance	158	ghana	ESAF	30.06.1995	29.06.1998	985	Offer 60% of SSB for sale	9.30.1995	M	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103679	performance	158	ghana	ESAF	30.06.1995	29.06.1998	986	Remove oil import restrictions	9.30.1995	Mod	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103680	performance	158	ghana	ESAF	30.06.1995	29.06.1998	987	Deregulate oil prices/impose excise duty on oil	9.30.1995	Mod	Midterm review delayed until 6/96. Waivers given for net domestic financing of budget deficit, short-term external debt, and reduction in external payments arrears.	P1R1	P1	R1
P930103681	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1482	Government revenue excluding grants & divestiture receipts	6.30.1998	PC	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103682	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1483	Government payments arrears	6.30.1998	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103683	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1484	BOG claims on GNPC	9.30.1995	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103684	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1484	BOG claims on GNPC	6.30.1998	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103685	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1485	BOG claims on COCOBOD	9.30.1995	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103686	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1486	Offer 60% of SSB for sale	9.30.1995	M	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103687	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1487	Remove oil import restrictions	9.30.1995	Mod	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
P930103688	performance	280	ghana	ESAF	30.06.1995	29.06.1999	1488	Deregulate oil prices/impose excise duty	9.30.1995	Mod	Approval of 2nd annual arrangement conditioned on strong financial performance, smooth functioning of formula-based petroleum price adjustments, preparation for reintroduction of VAT, reductions in customs exemptions, improved customs administration, and strict adherence to injunction against nonconcessional external borrowing. Midterm review: Waiver given for perf. crit. to establish central revenue authority (constitutional provisions for separate agencies). Modified to central revenue board that was established 12/2/98. Also waiver given for perf. crit. on sale of Tema Oil Refinery (need for rehab and restructuring). Timetable established for offering by 11/99.	P2R1	P2	R1
