"ISO3","year","unsc","unsc_t1","unsc3"
"PER",1971,0,0,0
"PHL",1971,0,0,0
"POL",1971,1,1,1
"PRT",1971,0,0,0
"QAT",1971,0,0,0
"ROU",1971,0,0,0
"RUS",1971,0,0,0
"RWA",1971,0,0,0
"SEN",1971,0,0,0
"SLE",1971,1,1,1
"SGP",1971,0,0,0
"SVN",1971,0,0,0
"ZAF",1971,0,0,0
"ESP",1971,0,1,1
"LKA",1971,0,0,0
"SDN",1971,0,0,0
"SWE",1971,0,0,0
"CHE",1971,0,0,0
"SYR",1971,1,1,1
"THA",1971,0,0,0
"TGO",1971,0,0,0
"TTO",1971,0,0,0
"TUN",1971,0,0,0
"UGA",1971,0,0,0
"UKR",1971,0,0,0
"ARE",1971,0,0,0
"URY",1971,0,0,0
"VNM",1971,0,0,0
"ZMB",1971,0,1,1
"ZWE",1971,0,0,0
"ALB",1972,0,0,0
"DZA",1972,0,0,0
"AGO",1972,0,0,0
"ARG",1972,1,1,1
"AUS",1972,0,0,0
"AUT",1972,0,0,0
"AZE",1972,0,0,0
"BHR",1972,0,0,0
"BGD",1972,0,0,0
"BLR",1972,0,0,0
"BEL",1972,1,1,1
"BEN",1972,0,0,0
"BIH",1972,0,0,0
"BWA",1972,0,0,0
"BRA",1972,0,0,0
"BGR",1972,0,0,0
"BFA",1972,0,0,0
"BDI",1972,0,1,1
"CPV",1972,0,0,0
"CMR",1972,0,0,0
"CAN",1972,0,0,0
"TCD",1972,0,0,0
"CHL",1972,0,0,0
"CHN",1972,1,1,1
"COL",1972,0,0,0
"CRI",1972,0,0,0
"HRV",1972,0,0,0
"CUB",1972,0,0,0
"CZE",1972,0,0,0
"DNK",1972,0,0,0
"DJI",1972,0,0,0
"DOM",1972,0,0,0
"ECU",1972,0,0,0
"GNQ",1972,0,0,0
"EST",1972,0,0,0
"ETH",1972,0,0,0
"FIN",1972,0,0,0
"FRA",1972,1,1,1
"GAB",1972,0,0,0
"DEU",1972,0,0,0
"GHA",1972,0,0,0
"GRC",1972,0,0,0
"GTM",1972,0,0,0
"GIN",1972,1,0,1
"GNB",1972,0,0,0
"GUY",1972,0,0,0
"HND",1972,0,0,0
"HUN",1972,0,0,0
"IND",1972,1,0,1
"IDN",1972,0,0,0
"IRQ",1972,0,0,0
"IRL",1972,0,0,0
"ITA",1972,1,1,1
"JAM",1972,0,0,0
"JPN",1972,1,1,1
"JOR",1972,0,0,0
"KAZ",1972,0,0,0
"KEN",1972,0,0,0
"KWT",1972,0,0,0
"LVA",1972,0,0,0
"LBN",1972,0,0,0
"LBR",1972,0,0,0
"LBY",1972,0,0,0
"LTU",1972,0,0,0
"LUX",1972,0,0,0
"MDG",1972,0,0,0
"MYS",1972,0,0,0
"MLI",1972,0,0,0
"MLT",1972,0,0,0
"MRT",1972,0,0,0
"MUS",1972,0,0,0
"MEX",1972,0,0,0
"MAR",1972,0,0,0
"MOZ",1972,0,0,0
"NAM",1972,0,0,0
"NPL",1972,0,0,0
"NLD",1972,0,0,0
"NZL",1972,0,0,0
"NIC",1972,0,1,1
"NER",1972,0,0,0
"NGA",1972,0,0,0
"NOR",1972,0,0,0
"OMN",1972,0,0,0
"PAK",1972,0,0,0
"PAN",1972,1,0,1
"PRY",1972,0,0,0
"PER",1972,0,0,0
"PHL",1972,0,0,0
"POL",1972,0,1,1
"PRT",1972,0,0,0
"QAT",1972,0,0,0
"ROU",1972,0,0,0
"RUS",1972,0,0,0
"RWA",1972,0,0,0
"SEN",1972,0,0,0
"SLE",1972,0,1,1
"SGP",1972,0,0,0
"SVN",1972,0,0,0
"ZAF",1972,0,0,0
"ESP",1972,0,0,0
"LKA",1972,0,0,0
"SDN",1972,1,0,1
"SWE",1972,0,0,0
"CHE",1972,0,0,0
"SYR",1972,0,1,1
"THA",1972,0,0,0
"TGO",1972,0,0,0
"TTO",1972,0,0,0
"TUN",1972,0,0,0
"UGA",1972,0,0,0
"UKR",1972,0,0,0
"ARE",1972,0,0,0
"URY",1972,0,0,0
"VNM",1972,0,0,0
"ZMB",1972,0,0,0
"ZWE",1972,0,0,0
"ALB",1973,0,0,0
"DZA",1973,0,0,0
"AGO",1973,0,0,0
"ARG",1973,0,1,1
"AUS",1973,1,0,1
"AUT",1973,1,0,1
"AZE",1973,0,0,0
"BHR",1973,0,0,0
"BGD",1973,0,0,0
"BLR",1973,0,0,0
"BEL",1973,0,1,1
"BEN",1973,0,0,0
"BIH",1973,0,0,0
"BWA",1973,0,0,0
"BRA",1973,0,0,0
"BGR",1973,0,0,0
"BFA",1973,0,0,0
"BDI",1973,0,0,0
"CPV",1973,0,0,0
"CMR",1973,0,0,0
"CAN",1973,0,0,0
"TCD",1973,0,0,0
"CHL",1973,0,0,0
"CHN",1973,1,1,1
"COL",1973,0,0,0
"CRI",1973,0,0,0
"HRV",1973,0,0,0
"CUB",1973,0,0,0
"CZE",1973,0,0,0
"DNK",1973,0,0,0
"DJI",1973,0,0,0
"DOM",1973,0,0,0
"ECU",1973,0,0,0
"GNQ",1973,0,0,0
"EST",1973,0,0,0
"ETH",1973,0,0,0
"FIN",1973,0,0,0
"FRA",1973,1,1,1
"GAB",1973,0,0,0
"DEU",1973,0,0,0
"GHA",1973,0,0,0
"GRC",1973,0,0,0
"GTM",1973,0,0,0
"GIN",1973,1,1,1
"GNB",1973,0,0,0
"GUY",1973,0,0,0
"HND",1973,0,0,0
"HUN",1973,0,0,0
"IND",1973,1,1,1
"IDN",1973,1,0,1
"IRQ",1973,0,0,0
"IRL",1973,0,0,0
"ITA",1973,0,1,1
"JAM",1973,0,0,0
"JPN",1973,0,1,1
"JOR",1973,0,0,0
"KAZ",1973,0,0,0
"KEN",1973,1,0,1
"KWT",1973,0,0,0
"LVA",1973,0,0,0
"LBN",1973,0,0,0
"LBR",1973,0,0,0
"LBY",1973,0,0,0
"LTU",1973,0,0,0
"LUX",1973,0,0,0
"MDG",1973,0,0,0
"MYS",1973,0,0,0
"MLI",1973,0,0,0
"MLT",1973,0,0,0
"MRT",1973,0,0,0
"MUS",1973,0,0,0
"MEX",1973,0,0,0
"MAR",1973,0,0,0
"MOZ",1973,0,0,0
"NAM",1973,0,0,0
"NPL",1973,0,0,0
"NLD",1973,0,0,0
"NZL",1973,0,0,0
"NIC",1973,0,0,0
"NER",1973,0,0,0
"NGA",1973,0,0,0
"NOR",1973,0,0,0
"OMN",1973,0,0,0
"PAK",1973,0,0,0
"PAN",1973,1,1,1
"PRY",1973,0,0,0
"PER",1973,1,0,1
"PHL",1973,0,0,0
"POL",1973,0,0,0
"PRT",1973,0,0,0
"QAT",1973,0,0,0
"ROU",1973,0,0,0
"RUS",1973,0,0,0
"RWA",1973,0,0,0
"SEN",1973,0,0,0
"SLE",1973,0,0,0
"SGP",1973,0,0,0
"SVN",1973,0,0,0
"ZAF",1973,0,0,0
"ESP",1973,0,0,0
"LKA",1973,0,0,0
"SDN",1973,1,1,1
"SWE",1973,0,0,0
"CHE",1973,0,0,0
"SYR",1973,0,0,0
"THA",1973,0,0,0
"TGO",1973,0,0,0
"TTO",1973,0,0,0
"TUN",1973,0,0,0
"UGA",1973,0,0,0
"UKR",1973,0,0,0
"ARE",1973,0,0,0
"URY",1973,0,0,0
"VNM",1973,0,0,0
"ZMB",1973,0,0,0
"ZWE",1973,0,0,0
"ALB",1974,0,0,0
"DZA",1974,0,0,0
"AGO",1974,0,0,0
"ARG",1974,0,0,0
"AUS",1974,1,1,1
"AUT",1974,1,1,1
"AZE",1974,0,0,0
"BHR",1974,0,0,0
"BGD",1974,0,0,0
"BLR",1974,1,0,1
"BEL",1974,0,0,0
"BEN",1974,0,0,0
"BIH",1974,0,0,0
"BWA",1974,0,0,0
"BRA",1974,0,0,0
"BGR",1974,0,0,0
"BFA",1974,0,0,0
"BDI",1974,0,0,0
"CPV",1974,0,0,0
"CMR",1974,1,0,1
"CAN",1974,0,0,0
"TCD",1974,0,0,0
"CHL",1974,0,0,0
"CHN",1974,1,1,1
"COL",1974,0,0,0
"CRI",1974,1,0,1
"HRV",1974,0,0,0
"CUB",1974,0,0,0
"CZE",1974,0,0,0
"DNK",1974,0,0,0
"DJI",1974,0,0,0
"DOM",1974,0,0,0
"ECU",1974,0,0,0
"GNQ",1974,0,0,0
"EST",1974,0,0,0
"ETH",1974,0,0,0
"FIN",1974,0,0,0
"FRA",1974,1,1,1
"GAB",1974,0,0,0
"DEU",1974,0,0,0
"GHA",1974,0,0,0
"GRC",1974,0,0,0
"GTM",1974,0,0,0
"GIN",1974,0,1,1
"GNB",1974,0,0,0
"GUY",1974,0,0,0
"HND",1974,0,0,0
"HUN",1974,0,0,0
"IND",1974,0,1,1
"IDN",1974,1,1,1
"IRQ",1974,1,0,1
"IRL",1974,0,0,0
"ITA",1974,0,0,0
"JAM",1974,0,0,0
"JPN",1974,0,0,0
"JOR",1974,0,0,0
"KAZ",1974,0,0,0
"KEN",1974,1,1,1
"KWT",1974,0,0,0
"LVA",1974,0,0,0
"LBN",1974,0,0,0
"LBR",1974,0,0,0
"LBY",1974,0,0,0
"LTU",1974,0,0,0
"LUX",1974,0,0,0
"MDG",1974,0,0,0
"MYS",1974,0,0,0
"MLI",1974,0,0,0
"MLT",1974,0,0,0
"MRT",1974,1,0,1
"MUS",1974,0,0,0
"MEX",1974,0,0,0
"MAR",1974,0,0,0
"MOZ",1974,0,0,0
"NAM",1974,0,0,0
"NPL",1974,0,0,0
"NLD",1974,0,0,0
"NZL",1974,0,0,0
"NIC",1974,0,0,0
"NER",1974,0,0,0
"NGA",1974,0,0,0
"NOR",1974,0,0,0
"OMN",1974,0,0,0
"PAK",1974,0,0,0
"PAN",1974,0,1,1
"PRY",1974,0,0,0
"PER",1974,1,1,1
"PHL",1974,0,0,0
"POL",1974,0,0,0
"PRT",1974,0,0,0
"QAT",1974,0,0,0
"ROU",1974,0,0,0
"RUS",1974,0,0,0
"RWA",1974,0,0,0
"SEN",1974,0,0,0
"SLE",1974,0,0,0
"SGP",1974,0,0,0
"SVN",1974,0,0,0
"ZAF",1974,0,0,0
"ESP",1974,0,0,0
"LKA",1974,0,0,0
"SDN",1974,0,1,1
"SWE",1974,0,0,0
"CHE",1974,0,0,0
"SYR",1974,0,0,0
"THA",1974,0,0,0
"TGO",1974,0,0,0
"TTO",1974,0,0,0
"TUN",1974,0,0,0
"UGA",1974,0,0,0
"UKR",1974,0,0,0
"ARE",1974,0,0,0
"URY",1974,0,0,0
"VNM",1974,0,0,0
"ZMB",1974,0,0,0
"ZWE",1974,0,0,0
"ALB",1975,0,0,0
"DZA",1975,0,0,0
"AGO",1975,0,0,0
"ARG",1975,0,0,0
"AUS",1975,0,1,1
"AUT",1975,0,1,1
"AZE",1975,0,0,0
"BHR",1975,0,0,0
"BGD",1975,0,0,0
"BLR",1975,1,1,1
"BEL",1975,0,0,0
"BEN",1975,0,0,0
"BIH",1975,0,0,0
"BWA",1975,0,0,0
"BRA",1975,0,0,0
"BGR",1975,0,0,0
"BFA",1975,0,0,0
"BDI",1975,0,0,0
"CPV",1975,0,0,0
"CMR",1975,1,1,1
"CAN",1975,0,0,0
"TCD",1975,0,0,0
"CHL",1975,0,0,0
"CHN",1975,1,1,1
"COL",1975,0,0,0
"CRI",1975,1,1,1
"HRV",1975,0,0,0
"CUB",1975,0,0,0
"CZE",1975,0,0,0
"DNK",1975,0,0,0
"DJI",1975,0,0,0
"DOM",1975,0,0,0
"ECU",1975,0,0,0
"GNQ",1975,0,0,0
"EST",1975,0,0,0
"ETH",1975,0,0,0
"FIN",1975,0,0,0
"FRA",1975,1,1,1
"GAB",1975,0,0,0
"DEU",1975,0,0,0
"GHA",1975,0,0,0
"GRC",1975,0,0,0
"GTM",1975,0,0,0
"GIN",1975,0,0,0
"GNB",1975,0,0,0
"GUY",1975,1,0,1
"HND",1975,0,0,0
"HUN",1975,0,0,0
"IND",1975,0,0,0
"IDN",1975,0,1,1
"IRQ",1975,1,1,1
"IRL",1975,0,0,0
"ITA",1975,1,0,1
"JAM",1975,0,0,0
"JPN",1975,1,0,1
"JOR",1975,0,0,0
"KAZ",1975,0,0,0
"KEN",1975,0,1,1
"KWT",1975,0,0,0
"LVA",1975,0,0,0
"LBN",1975,0,0,0
"LBR",1975,0,0,0
"LBY",1975,0,0,0
"LTU",1975,0,0,0
"LUX",1975,0,0,0
"MDG",1975,0,0,0
"MYS",1975,0,0,0
"MLI",1975,0,0,0
"MLT",1975,0,0,0
"MRT",1975,1,1,1
"MUS",1975,0,0,0
"MEX",1975,0,0,0
"MAR",1975,0,0,0
"MOZ",1975,0,0,0
"NAM",1975,0,0,0
"NPL",1975,0,0,0
"NLD",1975,0,0,0
"NZL",1975,0,0,0
"NIC",1975,0,0,0
"NER",1975,0,0,0
"NGA",1975,0,0,0
"NOR",1975,0,0,0
"OMN",1975,0,0,0
"PAK",1975,0,0,0
"PAN",1975,0,0,0
"PRY",1975,0,0,0
"PER",1975,0,1,1
"PHL",1975,0,0,0
"POL",1975,0,0,0
"PRT",1975,0,0,0
"QAT",1975,0,0,0
"ROU",1975,0,0,0
"RUS",1975,0,0,0
"RWA",1975,0,0,0
"SEN",1975,0,0,0
"SLE",1975,0,0,0
"SGP",1975,0,0,0
"SVN",1975,0,0,0
"ZAF",1975,0,0,0
"ESP",1975,0,0,0
"LKA",1975,0,0,0
"SDN",1975,0,0,0
"SWE",1975,1,0,1
"CHE",1975,0,0,0
"SYR",1975,0,0,0
"THA",1975,0,0,0
"TGO",1975,0,0,0
"TTO",1975,0,0,0
"TUN",1975,0,0,0
"UGA",1975,0,0,0
"UKR",1975,0,0,0
"ARE",1975,0,0,0
"URY",1975,0,0,0
"VNM",1975,0,0,0
"ZMB",1975,0,0,0
"ZWE",1975,0,0,0
"ALB",1976,0,0,0
"DZA",1976,0,0,0
"AGO",1976,0,0,0
"ARG",1976,0,0,0
"AUS",1976,0,0,0
"AUT",1976,0,0,0
"AZE",1976,0,0,0
"BHR",1976,0,0,0
"BGD",1976,0,0,0
"BLR",1976,0,1,1
"BEL",1976,0,0,0
"BEN",1976,1,0,1
"BIH",1976,0,0,0
"BWA",1976,0,0,0
"BRA",1976,0,0,0
"BGR",1976,0,0,0
"BFA",1976,0,0,0
"BDI",1976,0,0,0
"CPV",1976,0,0,0
"CMR",1976,0,1,1
"CAN",1976,0,0,0
"TCD",1976,0,0,0
"CHL",1976,0,0,0
"CHN",1976,1,1,1
"COL",1976,0,0,0
"CRI",1976,0,1,1
"HRV",1976,0,0,0
"CUB",1976,0,0,0
"CZE",1976,0,0,0
"DNK",1976,0,0,0
"DJI",1976,0,0,0
"DOM",1976,0,0,0
"ECU",1976,0,0,0
"GNQ",1976,0,0,0
"EST",1976,0,0,0
"ETH",1976,0,0,0
"FIN",1976,0,0,0
"FRA",1976,1,1,1
"GAB",1976,0,0,0
"DEU",1976,0,0,0
"GHA",1976,0,0,0
"GRC",1976,0,0,0
"GTM",1976,0,0,0
"GIN",1976,0,0,0
"GNB",1976,0,0,0
"GUY",1976,1,1,1
"HND",1976,0,0,0
"HUN",1976,0,0,0
"IND",1976,0,0,0
"IDN",1976,0,0,0
"IRQ",1976,0,1,1
"IRL",1976,0,0,0
"ITA",1976,1,1,1
"JAM",1976,0,0,0
"JPN",1976,1,1,1
"JOR",1976,0,0,0
"KAZ",1976,0,0,0
"KEN",1976,0,0,0
"KWT",1976,0,0,0
"LVA",1976,0,0,0
"LBN",1976,0,0,0
"LBR",1976,0,0,0
"LBY",1976,1,0,1
"LTU",1976,0,0,0
"LUX",1976,0,0,0
"MDG",1976,0,0,0
"MYS",1976,0,0,0
"MLI",1976,0,0,0
"MLT",1976,0,0,0
"MRT",1976,0,1,1
"MUS",1976,0,0,0
"MEX",1976,0,0,0
"MAR",1976,0,0,0
"MOZ",1976,0,0,0
"NAM",1976,0,0,0
"NPL",1976,0,0,0
"NLD",1976,0,0,0
"NZL",1976,0,0,0
"NIC",1976,0,0,0
"NER",1976,0,0,0
"NGA",1976,0,0,0
"NOR",1976,0,0,0
"OMN",1976,0,0,0
"PAK",1976,1,0,1
"PAN",1976,1,0,1
"PRY",1976,0,0,0
"PER",1976,0,0,0
"PHL",1976,0,0,0
"POL",1976,0,0,0
"PRT",1976,0,0,0
"QAT",1976,0,0,0
"ROU",1976,1,0,1
"RUS",1976,0,0,0
"RWA",1976,0,0,0
"SEN",1976,0,0,0
"SLE",1976,0,0,0
"SGP",1976,0,0,0
"SVN",1976,0,0,0
"ZAF",1976,0,0,0
"ESP",1976,0,0,0
"LKA",1976,0,0,0
"SDN",1976,0,0,0
"SWE",1976,1,1,1
"CHE",1976,0,0,0
"SYR",1976,0,0,0
"THA",1976,0,0,0
"TGO",1976,0,0,0
"TTO",1976,0,0,0
"TUN",1976,0,0,0
"UGA",1976,0,0,0
"UKR",1976,0,0,0
"ARE",1976,0,0,0
"URY",1976,0,0,0
"VNM",1976,0,0,0
"ZMB",1976,0,0,0
"ZWE",1976,0,0,0
"ALB",1977,0,0,0
"DZA",1977,0,0,0
"AGO",1977,0,0,0
"ARG",1977,0,0,0
"AUS",1977,0,0,0
"AUT",1977,0,0,0
"AZE",1977,0,0,0
"BHR",1977,0,0,0
"BGD",1977,0,0,0
"BLR",1977,0,0,0
"BEL",1977,0,0,0
"BEN",1977,1,1,1
"BIH",1977,0,0,0
"BWA",1977,0,0,0
"BRA",1977,0,0,0
"BGR",1977,0,0,0
"BFA",1977,0,0,0
"BDI",1977,0,0,0
"CPV",1977,0,0,0
"CMR",1977,0,0,0
"CAN",1977,1,0,1
"TCD",1977,0,0,0
"CHL",1977,0,0,0
"CHN",1977,1,1,1
"COL",1977,0,0,0
"CRI",1977,0,0,0
"HRV",1977,0,0,0
"CUB",1977,0,0,0
"CZE",1977,0,0,0
"DNK",1977,0,0,0
"DJI",1977,0,0,0
"DOM",1977,0,0,0
"ECU",1977,0,0,0
"GNQ",1977,0,0,0
"EST",1977,0,0,0
"ETH",1977,0,0,0
"FIN",1977,0,0,0
"FRA",1977,1,1,1
"GAB",1977,0,0,0
"DEU",1977,0,0,0
"GHA",1977,0,0,0
"GRC",1977,0,0,0
"GTM",1977,0,0,0
"GIN",1977,0,0,0
"GNB",1977,0,0,0
"GUY",1977,0,1,1
"HND",1977,0,0,0
"HUN",1977,0,0,0
"IND",1977,1,0,1
"IDN",1977,0,0,0
"IRQ",1977,0,0,0
"IRL",1977,0,0,0
"ITA",1977,0,1,1
"JAM",1977,0,0,0
"JPN",1977,0,1,1
"JOR",1977,0,0,0
"KAZ",1977,0,0,0
"KEN",1977,0,0,0
"KWT",1977,0,0,0
"LVA",1977,0,0,0
"LBN",1977,0,0,0
"LBR",1977,0,0,0
"LBY",1977,1,1,1
"LTU",1977,0,0,0
"LUX",1977,0,0,0
"MDG",1977,0,0,0
"MYS",1977,0,0,0
"MLI",1977,0,0,0
"MLT",1977,0,0,0
"MRT",1977,0,0,0
"MUS",1977,1,0,1
"MEX",1977,0,0,0
"MAR",1977,0,0,0
"MOZ",1977,0,0,0
"NAM",1977,0,0,0
"NPL",1977,0,0,0
"NLD",1977,0,0,0
"NZL",1977,0,0,0
"NIC",1977,0,0,0
"NER",1977,0,0,0
"NGA",1977,0,0,0
"NOR",1977,0,0,0
"OMN",1977,0,0,0
"PAK",1977,1,1,1
"PAN",1977,1,1,1
"PRY",1977,0,0,0
"PER",1977,0,0,0
"PHL",1977,0,0,0
"POL",1977,0,0,0
"PRT",1977,0,0,0
"QAT",1977,0,0,0
"ROU",1977,1,1,1
"RUS",1977,0,0,0
"RWA",1977,0,0,0
"SEN",1977,0,0,0
"SLE",1977,0,0,0
"SGP",1977,0,0,0
"SVN",1977,0,0,0
"ZAF",1977,0,0,0
"ESP",1977,0,0,0
"LKA",1977,0,0,0
"SDN",1977,0,0,0
"SWE",1977,0,1,1
"CHE",1977,0,0,0
"SYR",1977,0,0,0
"THA",1977,0,0,0
"TGO",1977,0,0,0
"TTO",1977,0,0,0
"TUN",1977,0,0,0
"UGA",1977,0,0,0
"UKR",1977,0,0,0
"ARE",1977,0,0,0
"URY",1977,0,0,0
"VNM",1977,0,0,0
"ZMB",1977,0,0,0
"ZWE",1977,0,0,0
"ALB",1978,0,0,0
"DZA",1978,0,0,0
"AGO",1978,0,0,0
"ARG",1978,0,0,0
"AUS",1978,0,0,0
"AUT",1978,0,0,0
"AZE",1978,0,0,0
"BHR",1978,0,0,0
"BGD",1978,0,0,0
"BLR",1978,0,0,0
"BEL",1978,0,0,0
"BEN",1978,0,1,1
"BIH",1978,0,0,0
"BWA",1978,0,0,0
"BRA",1978,0,0,0
"BGR",1978,0,0,0
"BFA",1978,0,0,0
"BDI",1978,0,0,0
"CPV",1978,0,0,0
"CMR",1978,0,0,0
"CAN",1978,1,1,1
"TCD",1978,0,0,0
"CHL",1978,0,0,0
"CHN",1978,1,1,1
"COL",1978,0,0,0
"CRI",1978,0,0,0
"HRV",1978,0,0,0
"CUB",1978,0,0,0
"CZE",1978,0,0,0
"DNK",1978,0,0,0
"DJI",1978,0,0,0
"DOM",1978,0,0,0
"ECU",1978,0,0,0
"GNQ",1978,0,0,0
"EST",1978,0,0,0
"ETH",1978,0,0,0
"FIN",1978,0,0,0
"FRA",1978,1,1,1
"GAB",1978,1,0,1
"DEU",1978,0,0,0
"GHA",1978,0,0,0
"GRC",1978,0,0,0
"GTM",1978,0,0,0
"GIN",1978,0,0,0
"GNB",1978,0,0,0
"GUY",1978,0,0,0
"HND",1978,0,0,0
"HUN",1978,0,0,0
"IND",1978,1,1,1
"IDN",1978,0,0,0
"IRQ",1978,0,0,0
"IRL",1978,0,0,0
"ITA",1978,0,0,0
"JAM",1978,0,0,0
"JPN",1978,0,0,0
"JOR",1978,0,0,0
"KAZ",1978,0,0,0
"KEN",1978,0,0,0
"KWT",1978,1,0,1
"LVA",1978,0,0,0
"LBN",1978,0,0,0
"LBR",1978,0,0,0
"LBY",1978,0,1,1
"LTU",1978,0,0,0
"LUX",1978,0,0,0
"MDG",1978,0,0,0
"MYS",1978,0,0,0
"MLI",1978,0,0,0
"MLT",1978,0,0,0
"MRT",1978,0,0,0
"MUS",1978,1,1,1
"MEX",1978,0,0,0
"MAR",1978,0,0,0
"MOZ",1978,0,0,0
"NAM",1978,0,0,0
"NPL",1978,0,0,0
"NLD",1978,0,0,0
"NZL",1978,0,0,0
"NIC",1978,0,0,0
"NER",1978,0,0,0
"NGA",1978,1,0,1
"NOR",1978,0,0,0
"OMN",1978,0,0,0
"PAK",1978,0,1,1
"PAN",1978,0,1,1
"PRY",1978,0,0,0
"PER",1978,0,0,0
"PHL",1978,0,0,0
"POL",1978,0,0,0
"PRT",1978,0,0,0
"QAT",1978,0,0,0
"ROU",1978,0,1,1
"RUS",1978,0,0,0
"RWA",1978,0,0,0
"SEN",1978,0,0,0
"SLE",1978,0,0,0
"SGP",1978,0,0,0
"SVN",1978,0,0,0
"ZAF",1978,0,0,0
"ESP",1978,0,0,0
"LKA",1978,0,0,0
"SDN",1978,0,0,0
"SWE",1978,0,0,0
"CHE",1978,0,0,0
"SYR",1978,0,0,0
"THA",1978,0,0,0
"TGO",1978,0,0,0
"TTO",1978,0,0,0
"TUN",1978,0,0,0
"UGA",1978,0,0,0
"UKR",1978,0,0,0
"ARE",1978,0,0,0
"URY",1978,0,0,0
"VNM",1978,0,0,0
"ZMB",1978,0,0,0
"ZWE",1978,0,0,0
"ALB",1979,0,0,0
"DZA",1979,0,0,0
"AGO",1979,0,0,0
"ARG",1979,0,0,0
"AUS",1979,0,0,0
"AUT",1979,0,0,0
"AZE",1979,0,0,0
"BHR",1979,0,0,0
"BGD",1979,1,0,1
"BLR",1979,0,0,0
"BEL",1979,0,0,0
"BEN",1979,0,0,0
"BIH",1979,0,0,0
"BWA",1979,0,0,0
"BRA",1979,0,0,0
"BGR",1979,0,0,0
"BFA",1979,0,0,0
"BDI",1979,0,0,0
"CPV",1979,0,0,0
"CMR",1979,0,0,0
"CAN",1979,0,1,1
"TCD",1979,0,0,0
"CHL",1979,0,0,0
"CHN",1979,1,1,1
"COL",1979,0,0,0
"CRI",1979,0,0,0
"HRV",1979,0,0,0
"CUB",1979,0,0,0
"CZE",1979,0,0,0
"DNK",1979,0,0,0
"DJI",1979,0,0,0
"DOM",1979,0,0,0
"ECU",1979,0,0,0
"GNQ",1979,0,0,0
"EST",1979,0,0,0
"ETH",1979,0,0,0
"FIN",1979,0,0,0
"FRA",1979,1,1,1
"GAB",1979,1,1,1
"DEU",1979,0,0,0
"GHA",1979,0,0,0
"GRC",1979,0,0,0
"GTM",1979,0,0,0
"GIN",1979,0,0,0
"GNB",1979,0,0,0
"GUY",1979,0,0,0
"HND",1979,0,0,0
"HUN",1979,0,0,0
"IND",1979,0,1,1
"IDN",1979,0,0,0
"IRQ",1979,0,0,0
"IRL",1979,0,0,0
"ITA",1979,0,0,0
"JAM",1979,1,0,1
"JPN",1979,0,0,0
"JOR",1979,0,0,0
"KAZ",1979,0,0,0
"KEN",1979,0,0,0
"KWT",1979,1,1,1
"LVA",1979,0,0,0
"LBN",1979,0,0,0
"LBR",1979,0,0,0
"LBY",1979,0,0,0
"LTU",1979,0,0,0
"LUX",1979,0,0,0
"MDG",1979,0,0,0
"MYS",1979,0,0,0
"MLI",1979,0,0,0
"MLT",1979,0,0,0
"MRT",1979,0,0,0
"MUS",1979,0,1,1
"MEX",1979,0,0,0
"MAR",1979,0,0,0
"MOZ",1979,0,0,0
"NAM",1979,0,0,0
"NPL",1979,0,0,0
"NLD",1979,0,0,0
"NZL",1979,0,0,0
"NIC",1979,0,0,0
"NER",1979,0,0,0
"NGA",1979,1,1,1
"NOR",1979,1,0,1
"OMN",1979,0,0,0
"PAK",1979,0,0,0
"PAN",1979,0,0,0
"PRY",1979,0,0,0
"PER",1979,0,0,0
"PHL",1979,0,0,0
"POL",1979,0,0,0
"PRT",1979,1,0,1
"QAT",1979,0,0,0
"ROU",1979,0,0,0
"RUS",1979,0,0,0
"RWA",1979,0,0,0
"SEN",1979,0,0,0
"SLE",1979,0,0,0
"SGP",1979,0,0,0
"SVN",1979,0,0,0
"ZAF",1979,0,0,0
"ESP",1979,0,0,0
"LKA",1979,0,0,0
"SDN",1979,0,0,0
"SWE",1979,0,0,0
"CHE",1979,0,0,0
"SYR",1979,0,0,0
"THA",1979,0,0,0
"TGO",1979,0,0,0
"TTO",1979,0,0,0
"TUN",1979,0,0,0
"UGA",1979,0,0,0
"UKR",1979,0,0,0
"ARE",1979,0,0,0
"URY",1979,0,0,0
"VNM",1979,0,0,0
"ZMB",1979,1,0,1
"ZWE",1979,0,0,0
"ALB",1980,0,0,0
"DZA",1980,0,0,0
"AGO",1980,0,0,0
"ARG",1980,0,0,0
"AUS",1980,0,0,0
"AUT",1980,0,0,0
"AZE",1980,0,0,0
"BHR",1980,0,0,0
"BGD",1980,1,1,1
"BLR",1980,0,0,0
"BEL",1980,0,0,0
"BEN",1980,0,0,0
"BIH",1980,0,0,0
"BWA",1980,0,0,0
"BRA",1980,0,0,0
"BGR",1980,0,0,0
"BFA",1980,0,0,0
"BDI",1980,0,0,0
"CPV",1980,0,0,0
"CMR",1980,0,0,0
"CAN",1980,0,0,0
"TCD",1980,0,0,0
"CHL",1980,0,0,0
"CHN",1980,1,1,1
"COL",1980,0,0,0
"CRI",1980,0,0,0
"HRV",1980,0,0,0
"CUB",1980,0,0,0
"CZE",1980,0,0,0
"DNK",1980,0,0,0
"DJI",1980,0,0,0
"DOM",1980,0,0,0
"ECU",1980,0,0,0
"GNQ",1980,0,0,0
"EST",1980,0,0,0
"ETH",1980,0,0,0
"FIN",1980,0,0,0
"FRA",1980,1,1,1
"GAB",1980,0,1,1
"DEU",1980,0,0,0
"GHA",1980,0,0,0
